City,year,month,crime_count,is_hotspot,prev_month_crime,risk_score,risk_score_norm,risk_level,alert_flag,alert_message
Ahmedabad,2020.0,4.0,10,0,11.0,10.4,0.21120689655172417,Low,0,Low crime risk.
Ahmedabad,2020.0,5.0,13,0,10.0,11.8,0.24137931034482762,Low,0,Low crime risk.
Ahmedabad,2020.0,6.0,19,0,13.0,16.6,0.34482758620689663,Low,0,Low crime risk.
Ahmedabad,2020.0,7.0,9,0,19.0,13.0,0.26724137931034486,Low,0,Low crime risk.
Ahmedabad,2020.0,8.0,12,0,9.0,10.799999999999999,0.21982758620689655,Low,0,Low crime risk.
Ahmedabad,2020.0,9.0,16,0,12.0,14.4,0.2974137931034483,Low,0,Low crime risk.
Ahmedabad,2020.0,10.0,9,0,16.0,11.8,0.24137931034482762,Low,0,Low crime risk.
Ahmedabad,2020.0,11.0,15,0,9.0,12.6,0.25862068965517243,Low,0,Low crime risk.
Ahmedabad,2020.0,12.0,11,0,15.0,12.6,0.25862068965517243,Low,0,Low crime risk.
Ahmedabad,2021.0,1.0,8,0,11.0,9.2,0.1853448275862069,Low,0,Low crime risk.
Ahmedabad,2021.0,2.0,14,0,8.0,11.600000000000001,0.23706896551724144,Low,0,Low crime risk.
Ahmedabad,2021.0,3.0,18,0,14.0,16.4,0.34051724137931033,Low,0,Low crime risk.
Ahmedabad,2021.0,4.0,11,0,18.0,13.8,0.28448275862068967,Low,0,Low crime risk.
Ahmedabad,2021.0,5.0,16,0,11.0,14.0,0.28879310344827586,Low,0,Low crime risk.
Ahmedabad,2021.0,6.0,16,0,16.0,16.0,0.33189655172413796,Low,0,Low crime risk.
Ahmedabad,2021.0,7.0,13,0,16.0,14.2,0.2931034482758621,Low,0,Low crime risk.
Ahmedabad,2021.0,8.0,13,0,13.0,13.0,0.26724137931034486,Low,0,Low crime risk.
Ahmedabad,2021.0,9.0,15,0,13.0,14.2,0.2931034482758621,Low,0,Low crime risk.
Ahmedabad,2021.0,10.0,19,0,15.0,17.4,0.3620689655172414,Low,0,Low crime risk.
Ahmedabad,2021.0,11.0,16,0,19.0,17.2,0.3577586206896552,Low,0,Low crime risk.
Ahmedabad,2021.0,12.0,14,0,16.0,14.8,0.3060344827586207,Low,0,Low crime risk.
Ahmedabad,2022.0,1.0,10,0,14.0,11.600000000000001,0.23706896551724144,Low,0,Low crime risk.
Ahmedabad,2022.0,2.0,13,0,10.0,11.8,0.24137931034482762,Low,0,Low crime risk.
Ahmedabad,2022.0,3.0,13,0,13.0,13.0,0.26724137931034486,Low,0,Low crime risk.
Ahmedabad,2022.0,4.0,12,0,13.0,12.399999999999999,0.2543103448275862,Low,0,Low crime risk.
Ahmedabad,2022.0,5.0,10,0,12.0,10.8,0.21982758620689657,Low,0,Low crime risk.
Ahmedabad,2022.0,6.0,12,0,10.0,11.2,0.22844827586206898,Low,0,Low crime risk.
Ahmedabad,2022.0,7.0,9,0,12.0,10.2,0.20689655172413793,Low,0,Low crime risk.
Ahmedabad,2022.0,8.0,11,0,9.0,10.2,0.20689655172413793,Low,0,Low crime risk.
Ahmedabad,2022.0,9.0,11,0,11.0,11.0,0.22413793103448276,Low,0,Low crime risk.
Ahmedabad,2022.0,10.0,11,0,11.0,11.0,0.22413793103448276,Low,0,Low crime risk.
Ahmedabad,2022.0,11.0,10,0,11.0,10.4,0.21120689655172417,Low,0,Low crime risk.
Ahmedabad,2022.0,12.0,18,0,10.0,14.799999999999999,0.30603448275862066,Low,0,Low crime risk.
Ahmedabad,2023.0,1.0,12,0,18.0,14.399999999999999,0.2974137931034483,Low,0,Low crime risk.
Ahmedabad,2023.0,2.0,12,0,12.0,12.0,0.2456896551724138,Low,0,Low crime risk.
Ahmedabad,2023.0,3.0,18,0,12.0,15.6,0.3232758620689655,Low,0,Low crime risk.
Ahmedabad,2023.0,4.0,15,0,18.0,16.2,0.33620689655172414,Low,0,Low crime risk.
Ahmedabad,2023.0,5.0,11,0,15.0,12.6,0.25862068965517243,Low,0,Low crime risk.
Ahmedabad,2023.0,6.0,16,0,11.0,14.0,0.28879310344827586,Low,0,Low crime risk.
Ahmedabad,2023.0,7.0,14,0,16.0,14.8,0.3060344827586207,Low,0,Low crime risk.
Ahmedabad,2023.0,8.0,14,0,14.0,14.0,0.28879310344827586,Low,0,Low crime risk.
Ahmedabad,2023.0,9.0,14,0,14.0,14.0,0.28879310344827586,Low,0,Low crime risk.
Ahmedabad,2023.0,10.0,10,0,14.0,11.600000000000001,0.23706896551724144,Low,0,Low crime risk.
Ahmedabad,2023.0,11.0,9,0,10.0,9.399999999999999,0.1896551724137931,Low,0,Low crime risk.
Ahmedabad,2023.0,12.0,6,0,9.0,7.199999999999999,0.14224137931034483,Low,0,Low crime risk.
Ahmedabad,2024.0,1.0,11,0,6.0,9.0,0.18103448275862072,Low,0,Low crime risk.
Ahmedabad,2024.0,2.0,9,0,11.0,9.8,0.19827586206896555,Low,0,Low crime risk.
Ahmedabad,2024.0,3.0,13,0,9.0,11.4,0.2327586206896552,Low,0,Low crime risk.
Ahmedabad,2024.0,4.0,10,0,13.0,11.2,0.22844827586206898,Low,0,Low crime risk.
Ahmedabad,2024.0,5.0,11,0,10.0,10.6,0.21551724137931036,Low,0,Low crime risk.
Ahmedabad,2024.0,6.0,15,0,11.0,13.4,0.2758620689655173,Low,0,Low crime risk.
Ahmedabad,2024.0,7.0,8,0,15.0,10.8,0.21982758620689657,Low,0,Low crime risk.
Bangalore,2020.0,1.0,22,0,0.0,13.2,0.27155172413793105,Low,0,Low crime risk.
Bangalore,2020.0,2.0,24,0,22.0,23.2,0.4870689655172414,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,3.0,30,1,24.0,27.6,0.5818965517241379,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,4.0,27,1,30.0,28.2,0.5948275862068966,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,5.0,25,1,27.0,25.8,0.5431034482758621,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,6.0,30,1,25.0,28.0,0.5905172413793103,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,7.0,30,1,30.0,30.0,0.6336206896551724,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,8.0,23,0,30.0,25.799999999999997,0.543103448275862,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,9.0,26,1,23.0,24.8,0.521551724137931,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,10.0,23,0,26.0,24.2,0.5086206896551724,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,11.0,30,1,23.0,27.200000000000003,0.5732758620689655,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2020.0,12.0,30,1,30.0,30.0,0.6336206896551724,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,1.0,27,1,30.0,28.2,0.5948275862068966,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,2.0,36,1,27.0,32.4,0.6853448275862069,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,3.0,24,0,36.0,28.799999999999997,0.6077586206896551,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,4.0,26,1,24.0,25.200000000000003,0.5301724137931035,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,5.0,24,0,26.0,24.799999999999997,0.5215517241379309,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,6.0,22,0,24.0,22.8,0.478448275862069,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,7.0,22,0,22.0,22.0,0.46120689655172414,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,8.0,26,1,22.0,24.4,0.5129310344827586,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,9.0,24,0,26.0,24.799999999999997,0.5215517241379309,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,10.0,23,0,24.0,23.4,0.49137931034482757,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,11.0,37,1,23.0,31.4,0.6637931034482758,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2021.0,12.0,27,1,37.0,31.0,0.6551724137931034,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,1.0,20,0,27.0,22.8,0.478448275862069,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,2.0,30,1,20.0,26.0,0.5474137931034483,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,3.0,32,1,30.0,31.2,0.6594827586206896,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,4.0,35,1,32.0,33.8,0.7155172413793103,High,1,High crime risk predicted in Bangalore for upcoming period.
Bangalore,2022.0,5.0,26,1,35.0,29.6,0.625,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,6.0,26,1,26.0,26.0,0.5474137931034483,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,7.0,25,1,26.0,25.4,0.5344827586206896,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,8.0,23,0,25.0,23.799999999999997,0.49999999999999994,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,9.0,23,0,23.0,23.0,0.4827586206896552,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,10.0,27,1,23.0,25.4,0.5344827586206896,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,11.0,29,1,27.0,28.2,0.5948275862068966,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2022.0,12.0,25,1,29.0,26.6,0.560344827586207,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,1.0,33,1,25.0,29.8,0.6293103448275862,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,2.0,20,0,33.0,25.200000000000003,0.5301724137931035,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,3.0,24,0,20.0,22.4,0.4698275862068966,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,4.0,25,1,24.0,24.6,0.5172413793103449,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,5.0,23,0,25.0,23.799999999999997,0.49999999999999994,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,6.0,33,1,23.0,29.0,0.6120689655172413,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,7.0,21,0,33.0,25.8,0.5431034482758621,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,8.0,20,0,21.0,20.4,0.4267241379310345,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,9.0,20,0,20.0,20.0,0.4181034482758621,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,10.0,26,1,20.0,23.6,0.49568965517241387,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,11.0,19,0,26.0,21.8,0.45689655172413796,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2023.0,12.0,24,0,19.0,22.0,0.46120689655172414,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2024.0,1.0,30,1,24.0,27.6,0.5818965517241379,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2024.0,2.0,23,0,30.0,25.799999999999997,0.543103448275862,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2024.0,3.0,28,1,23.0,26.0,0.5474137931034483,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2024.0,4.0,28,1,28.0,28.0,0.5905172413793103,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2024.0,5.0,22,0,28.0,24.4,0.5129310344827586,Medium,0,Moderate crime risk observed in Bangalore.
Bangalore,2024.0,6.0,16,0,22.0,18.4,0.38362068965517243,Low,0,Low crime risk.
Bangalore,2024.0,7.0,29,1,16.0,23.799999999999997,0.49999999999999994,Medium,0,Moderate crime risk observed in Bangalore.
Bhopal,2020.0,1.0,7,0,0.0,4.2,0.07758620689655174,Low,0,Low crime risk.
Bhopal,2020.0,2.0,9,0,7.0,8.2,0.16379310344827586,Low,0,Low crime risk.
Bhopal,2020.0,3.0,3,0,9.0,5.4,0.10344827586206898,Low,0,Low crime risk.
Bhopal,2020.0,4.0,7,0,3.0,5.4,0.10344827586206898,Low,0,Low crime risk.
Bhopal,2020.0,5.0,9,0,7.0,8.2,0.16379310344827586,Low,0,Low crime risk.
Bhopal,2020.0,6.0,5,0,9.0,6.6,0.12931034482758622,Low,0,Low crime risk.
Bhopal,2020.0,7.0,3,0,5.0,3.8,0.06896551724137931,Low,0,Low crime risk.
Bhopal,2020.0,8.0,8,0,3.0,6.0,0.1163793103448276,Low,0,Low crime risk.
Bhopal,2020.0,9.0,5,0,8.0,6.2,0.12068965517241381,Low,0,Low crime risk.
Bhopal,2020.0,10.0,2,0,5.0,3.2,0.056034482758620704,Low,0,Low crime risk.
Bhopal,2020.0,11.0,1,0,2.0,1.4,0.017241379310344827,Low,0,Low crime risk.
Bhopal,2020.0,12.0,2,0,1.0,1.6,0.021551724137931043,Low,0,Low crime risk.
Bhopal,2021.0,1.0,4,0,2.0,3.2,0.056034482758620704,Low,0,Low crime risk.
Bhopal,2021.0,2.0,2,0,4.0,2.8,0.04741379310344828,Low,0,Low crime risk.
Bhopal,2021.0,3.0,1,0,2.0,1.4,0.017241379310344827,Low,0,Low crime risk.
Bhopal,2021.0,4.0,4,0,1.0,2.8,0.04741379310344828,Low,0,Low crime risk.
Bhopal,2021.0,5.0,3,0,4.0,3.4,0.060344827586206906,Low,0,Low crime risk.
Bhopal,2021.0,6.0,9,0,3.0,6.6,0.12931034482758622,Low,0,Low crime risk.
Bhopal,2021.0,7.0,4,0,9.0,6.0,0.1163793103448276,Low,0,Low crime risk.
Bhopal,2021.0,8.0,3,0,4.0,3.4,0.060344827586206906,Low,0,Low crime risk.
Bhopal,2021.0,9.0,7,0,3.0,5.4,0.10344827586206898,Low,0,Low crime risk.
Bhopal,2021.0,10.0,6,0,7.0,6.4,0.12500000000000003,Low,0,Low crime risk.
Bhopal,2021.0,11.0,6,0,6.0,6.0,0.1163793103448276,Low,0,Low crime risk.
Bhopal,2021.0,12.0,6,0,6.0,6.0,0.1163793103448276,Low,0,Low crime risk.
Bhopal,2022.0,1.0,2,0,6.0,3.6000000000000005,0.06465517241379312,Low,0,Low crime risk.
Bhopal,2022.0,2.0,4,0,2.0,3.2,0.056034482758620704,Low,0,Low crime risk.
Bhopal,2022.0,3.0,6,0,4.0,5.199999999999999,0.09913793103448275,Low,0,Low crime risk.
Bhopal,2022.0,4.0,3,0,6.0,4.2,0.07758620689655174,Low,0,Low crime risk.
Bhopal,2022.0,5.0,7,0,3.0,5.4,0.10344827586206898,Low,0,Low crime risk.
Bhopal,2022.0,6.0,1,0,7.0,3.4000000000000004,0.060344827586206906,Low,0,Low crime risk.
Bhopal,2022.0,7.0,4,0,1.0,2.8,0.04741379310344828,Low,0,Low crime risk.
Bhopal,2022.0,8.0,3,0,4.0,3.4,0.060344827586206906,Low,0,Low crime risk.
Bhopal,2022.0,9.0,5,0,3.0,4.2,0.07758620689655174,Low,0,Low crime risk.
Bhopal,2022.0,10.0,3,0,5.0,3.8,0.06896551724137931,Low,0,Low crime risk.
Bhopal,2022.0,11.0,3,0,3.0,3.0,0.05172413793103449,Low,0,Low crime risk.
Bhopal,2022.0,12.0,5,0,3.0,4.2,0.07758620689655174,Low,0,Low crime risk.
Bhopal,2023.0,1.0,3,0,5.0,3.8,0.06896551724137931,Low,0,Low crime risk.
Bhopal,2023.0,2.0,4,0,3.0,3.6,0.06465517241379311,Low,0,Low crime risk.
Bhopal,2023.0,3.0,7,0,4.0,5.800000000000001,0.11206896551724141,Low,0,Low crime risk.
Bhopal,2023.0,4.0,8,0,7.0,7.6,0.15086206896551724,Low,0,Low crime risk.
Bhopal,2023.0,5.0,8,0,8.0,8.0,0.15948275862068967,Low,0,Low crime risk.
Bhopal,2023.0,6.0,8,0,8.0,8.0,0.15948275862068967,Low,0,Low crime risk.
Bhopal,2023.0,7.0,6,0,8.0,6.8,0.13362068965517243,Low,0,Low crime risk.
Bhopal,2023.0,8.0,3,0,6.0,4.2,0.07758620689655174,Low,0,Low crime risk.
Bhopal,2023.0,9.0,3,0,3.0,3.0,0.05172413793103449,Low,0,Low crime risk.
Bhopal,2023.0,10.0,8,0,3.0,6.0,0.1163793103448276,Low,0,Low crime risk.
Bhopal,2023.0,11.0,5,0,8.0,6.2,0.12068965517241381,Low,0,Low crime risk.
Bhopal,2023.0,12.0,8,0,5.0,6.8,0.13362068965517243,Low,0,Low crime risk.
Bhopal,2024.0,1.0,6,0,8.0,6.8,0.13362068965517243,Low,0,Low crime risk.
Bhopal,2024.0,2.0,6,0,6.0,6.0,0.1163793103448276,Low,0,Low crime risk.
Bhopal,2024.0,3.0,12,0,6.0,9.6,0.1939655172413793,Low,0,Low crime risk.
Bhopal,2024.0,4.0,2,0,12.0,6.000000000000001,0.11637931034482762,Low,0,Low crime risk.
Bhopal,2024.0,5.0,6,0,2.0,4.3999999999999995,0.08189655172413793,Low,0,Low crime risk.
Bhopal,2024.0,6.0,5,0,6.0,5.4,0.10344827586206898,Low,0,Low crime risk.
Bhopal,2024.0,7.0,4,0,5.0,4.4,0.08189655172413794,Low,0,Low crime risk.
Chennai,2020.0,1.0,19,0,0.0,11.4,0.2327586206896552,Low,0,Low crime risk.
Chennai,2020.0,2.0,17,0,19.0,17.8,0.3706896551724138,Low,0,Low crime risk.
Chennai,2020.0,3.0,16,0,17.0,16.4,0.34051724137931033,Low,0,Low crime risk.
Chennai,2020.0,4.0,14,0,16.0,14.8,0.3060344827586207,Low,0,Low crime risk.
Chennai,2020.0,5.0,15,0,14.0,14.600000000000001,0.30172413793103453,Low,0,Low crime risk.
Chennai,2020.0,6.0,18,0,15.0,16.799999999999997,0.3491379310344827,Low,0,Low crime risk.
Chennai,2020.0,7.0,11,0,18.0,13.8,0.28448275862068967,Low,0,Low crime risk.
Chennai,2020.0,8.0,22,0,11.0,17.6,0.3663793103448276,Low,0,Low crime risk.
Chennai,2020.0,9.0,21,0,22.0,21.4,0.4482758620689655,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2020.0,10.0,15,0,21.0,17.4,0.3620689655172414,Low,0,Low crime risk.
Chennai,2020.0,11.0,17,0,15.0,16.2,0.33620689655172414,Low,0,Low crime risk.
Chennai,2020.0,12.0,19,0,17.0,18.200000000000003,0.3793103448275863,Low,0,Low crime risk.
Chennai,2021.0,1.0,18,0,19.0,18.4,0.38362068965517243,Low,0,Low crime risk.
Chennai,2021.0,2.0,16,0,18.0,16.8,0.3491379310344828,Low,0,Low crime risk.
Chennai,2021.0,3.0,28,1,16.0,23.200000000000003,0.4870689655172415,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2021.0,4.0,23,0,28.0,25.0,0.5258620689655172,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2021.0,5.0,11,0,23.0,15.8,0.32758620689655177,Low,0,Low crime risk.
Chennai,2021.0,6.0,12,0,11.0,11.6,0.23706896551724138,Low,0,Low crime risk.
Chennai,2021.0,7.0,24,0,12.0,19.2,0.40086206896551724,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2021.0,8.0,23,0,24.0,23.4,0.49137931034482757,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2021.0,9.0,14,0,23.0,17.6,0.3663793103448276,Low,0,Low crime risk.
Chennai,2021.0,10.0,21,0,14.0,18.2,0.37931034482758624,Low,0,Low crime risk.
Chennai,2021.0,11.0,20,0,21.0,20.4,0.4267241379310345,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2021.0,12.0,20,0,20.0,20.0,0.4181034482758621,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2022.0,1.0,22,0,20.0,21.2,0.44396551724137934,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2022.0,2.0,19,0,22.0,20.200000000000003,0.42241379310344834,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2022.0,3.0,16,0,19.0,17.2,0.3577586206896552,Low,0,Low crime risk.
Chennai,2022.0,4.0,21,0,16.0,19.0,0.39655172413793105,Low,0,Low crime risk.
Chennai,2022.0,5.0,10,0,21.0,14.4,0.2974137931034483,Low,0,Low crime risk.
Chennai,2022.0,6.0,20,0,10.0,16.0,0.33189655172413796,Low,0,Low crime risk.
Chennai,2022.0,7.0,18,0,20.0,18.799999999999997,0.3922413793103448,Low,0,Low crime risk.
Chennai,2022.0,8.0,23,0,18.0,21.0,0.43965517241379315,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2022.0,9.0,15,0,23.0,18.200000000000003,0.3793103448275863,Low,0,Low crime risk.
Chennai,2022.0,10.0,21,0,15.0,18.6,0.3879310344827587,Low,0,Low crime risk.
Chennai,2022.0,11.0,27,1,21.0,24.6,0.5172413793103449,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2022.0,12.0,21,0,27.0,23.4,0.49137931034482757,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2023.0,1.0,17,0,21.0,18.6,0.3879310344827587,Low,0,Low crime risk.
Chennai,2023.0,2.0,19,0,17.0,18.200000000000003,0.3793103448275863,Low,0,Low crime risk.
Chennai,2023.0,3.0,12,0,19.0,14.8,0.3060344827586207,Low,0,Low crime risk.
Chennai,2023.0,4.0,20,0,12.0,16.8,0.3491379310344828,Low,0,Low crime risk.
Chennai,2023.0,5.0,17,0,20.0,18.2,0.37931034482758624,Low,0,Low crime risk.
Chennai,2023.0,6.0,14,0,17.0,15.200000000000001,0.31465517241379315,Low,0,Low crime risk.
Chennai,2023.0,7.0,25,1,14.0,20.6,0.4310344827586208,Medium,0,Moderate crime risk observed in Chennai.
Chennai,2023.0,8.0,15,0,25.0,19.0,0.39655172413793105,Low,0,Low crime risk.
Chennai,2023.0,9.0,21,0,15.0,18.6,0.3879310344827587,Low,0,Low crime risk.
Chennai,2023.0,10.0,19,0,21.0,19.8,0.4137931034482759,Medium,0,Moderate crime risk observed in Chennai.
